순번	소분류	발행기관	학술지명	발행국가	ISSN	IF값	IF상위값
13457	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	EXCEPTIONAL CHILDREN	미국	00144029	4.3	0.8
15883	국제전문학술지(SSCI)	UNIV VIRGINIA LAW REVIEW ASSOC	VIRGINIA LAW REVIEW	미국	00426601	3.9	0.8
14153	국제전문학술지(SSCI)	SPRINGER	JOURNAL OF CHINESE POLITICAL SCIENCE	네덜란드	10806954	3.5	0.8
14193	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	JOURNAL OF CONSUMER CULTURE	영국	14695405	2.5	0.8
16772	국제전문학술지(A&HCI)	SAGE PUBLICATIONS LTD	JOURNAL OF CONSUMER CULTURE	영국	14695405	2.5	0.8
7003	국제전문학술지(SCIE)	WILEY	IMETA		27705986	33.2	0.9
10074	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE REVIEWS RHEUMATOLOGY	미국	17594790	32.7	0.9
7671	국제전문학술지(SCIE)	AMER MEDICAL ASSOC	JAMA NEUROLOGY	미국	21686149	21.4	0.9
12107	국제전문학술지(SCIE)	CELL PRESS	TRENDS IN PLANT SCIENCE	영국	13601385	20.8	0.9
11086	국제전문학술지(SCIE)	KARGER	PSYCHOTHERAPY AND PSYCHOSOMATICS	스위스	00333190	18.1	0.9
15318	국제전문학술지(SSCI)	KARGER	PSYCHOTHERAPY AND PSYCHOSOMATICS	스위스	00333190	18.1	0.9
12093	국제전문학술지(SCIE)	CELL PRESS	TRENDS IN COGNITIVE SCIENCES	영국	13646613	17.2	0.9
11002	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	PROGRESS IN AEROSPACE SCIENCES	영국	03760421	16.2	0.9
3780	국제전문학술지(SCIE)	ASME	APPLIED MECHANICS REVIEWS	미국	00036900	16.1	0.9
15762	국제전문학술지(SSCI)	ELSEVIER SCIENCE INC	TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE	미국	00401625	13.3	0.9
4630	국제전문학술지(SCIE)	ELSEVIER SCI LTD	CARBOHYDRATE POLYMERS	영국	01448617	12.5	0.9
7450	국제전문학술지(SCIE)	SPRINGERNATURE	INTERNATIONAL JOURNAL OF ORAL SCIENCE	영국	16742818	12.2	0.9
14687	국제전문학술지(SSCI)	ELSEVIER	JOURNAL OF STRATEGIC INFORMATION SYSTEMS	네덜란드	09638687	11.8	0.9
15080	국제전문학술지(SSCI)	INST BADAN GOSPODARCZYCH	OECONOMIA COPERNICANA	폴란드	20831277	10.8	0.9
4530	국제전문학술지(SCIE)	OXFORD UNIV PRESS	BURNS & TRAUMA	영국	23213868	9.6	0.9
12493	국제전문학술지(SSCI)	NATL INST ALCOHOL ABUSE  ALCOHOLISM	ALCOHOL RESEARCH-CURRENT REVIEWS	미국	15357414	9	0.9
3703	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION	미국	23268298	8.7	0.9
12451	국제전문학술지(SSCI)	SPRINGER INT PUBL AG	ADOLESCENT RESEARCH REVIEW	스위스	23638346	8.1	0.9
12811	국제전문학술지(SSCI)	WILEY	BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY	미국	00071013	8.1	0.9
3549	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	ANIMAL NUTRITION	중국	24056383	7.5	0.9
12737	국제전문학술지(SSCI)	MARY ANN LIEBERT, INC	AUTISM IN ADULTHOOD		25739581	6.8	0.9
13040	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CONTEMPORARY SECURITY POLICY	영국	13523260	5	0.9
3259	국제전문학술지(SCIE)	DE GRUYTER POLAND SP Z O O	ADVANCES IN NONLINEAR ANALYSIS	독일	21919496	3.7	0.9
10527	국제전문학술지(SCIE)	E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG	PALAEONTOGRAPHICA ABTEILUNG B-PALAEOPHYTOLOGIE PALAEOBOTANY-PALAEOPHYTOLOGY	독일	2194900X	3.3	0.9
4779	국제전문학술지(SCIE)	ROYAL SOC CHEMISTRY	CHEMICAL SOCIETY REVIEWS	영국	03060012	39.3	1
9379	국제전문학술지(SCIE)	ELSEVIER INC	LANCET GASTROENTEROLOGY & HEPATOLOGY	미국	24681253	38.6	1
5898	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	ESCIENCE		20972431	36.6	1
9987	국제전문학술지(SCIE)	SHANGHAI JIAO TONG UNIV PRESS	NANO-MICRO LETTERS	미국	23116706	36.3	1
11494	국제전문학술지(SCIE)	AMER ASSOC ADVANCEMENT SCIENCE	SCIENCE ROBOTICS	미국	24709476	27.5	1
9378	국제전문학술지(SCIE)	ELSEVIER	LANCET DIGITAL HEALTH	네덜란드	25897500	24.1	1
3196	국제전문학술지(SCIE)	ELSEVIER	ADVANCED DRUG DELIVERY REVIEWS	네덜란드	0169409X	17.6	1
6839	국제전문학술지(SCIE)	IEEE	IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS	미국	07338716	17.2	1
4119	국제전문학술지(SCIE)	SPRINGER SINGAPORE PTE LTD	BIOCHAR	싱가포르	25247972	13.5	1
3678	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES	미국	00846597	13	1
5166	국제전문학술지(SCIE)	ELSEVIER	COMPUTER SCIENCE REVIEW	네덜란드	15740137	12.7	1
15022	국제전문학술지(SSCI)	UNIV CHICAGO PRESS	NBER MACROECONOMICS ANNUAL	미국	08893365	10.7	1
14330	국제전문학술지(SSCI)	WILEY	JOURNAL OF FINANCE	미국	00221082	9.5	1
13937	국제전문학술지(SSCI)	SPRINGER	INTERNATIONAL JOURNAL OF STEM EDUCATION	영국	21967822	8	1
13692	국제전문학술지(SSCI)	WILEY	HUMAN RESOURCE MANAGEMENT JOURNAL	미국	09545395	6.2	1
14031	국제전문학술지(SSCI)	JMIR PUBLICATIONS, INC	JMIR AGING		25617605	4.8	1
15207	국제전문학술지(SSCI)	WILEY	POPULATION AND DEVELOPMENT REVIEW	미국	00987921	4.8	1
3743	국제전문학술지(SCIE)	BAKU STATE UNIV, INST APPLIED MATHEMATICS	APPLIED AND COMPUTATIONAL MATHEMATICS	아제르바이잔	16833511	4.3	1
15382	국제전문학술지(SSCI)	WILEY	REGULATION & GOVERNANCE	미국	17485983	3.8	1
13223	국제전문학술지(SSCI)	WILEY	ECONOMIC HISTORY REVIEW	미국	00130117	1.6	1
14359	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	JOURNAL OF GLOBAL HISTORY	영국	17400228	1.6	1
15009	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	NATIONALITIES PAPERS-THE JOURNAL OF NATIONALISM AND ETHNICITY	미국	00905992	1.6	1
16391	국제전문학술지(A&HCI)	WILEY	ECONOMIC HISTORY REVIEW	미국	00130117	1.6	1
16797	국제전문학술지(A&HCI)	CAMBRIDGE UNIV PRESS	JOURNAL OF GLOBAL HISTORY	영국	17400228	1.6	1
3635	국제전문학술지(SCIE)	ELSEVIER	ANNALS OF ONCOLOGY	영국	09237534	65.4	1.1
7678	국제전문학술지(SCIE)	AMER MEDICAL ASSOC	JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	미국	00987484	55	1.1
10019	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE	영국	00280836	48.5	1.1
10070	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE REVIEWS NEPHROLOGY	미국	17595061	39.8	1.1
5932	국제전문학술지(SCIE)	OXFORD UNIV PRESS	EUROPEAN HEART JOURNAL	영국	0195668X	35.7	1.1
9879	국제전문학술지(SCIE)	BMC	MOLECULAR CANCER	영국	14764598	33.9	1.1
3701	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF PUBLIC HEALTH	미국	01637525	20.7	1.1
12585	국제전문학술지(SSCI)	ANNUAL REVIEWS	ANNUAL REVIEW OF PUBLIC HEALTH	미국	01637525	20.7	1.1
9385	국제전문학술지(SCIE)	ELSEVIER	LANCET MICROBE	네덜란드	26665247	20.4	1.1
15273	국제전문학술지(SSCI)	AMER PSYCHOLOGICAL ASSOC	PSYCHOLOGICAL BULLETIN	미국	00332909	19.8	1.1
4695	국제전문학술지(SCIE)	CELL PRESS	CELL HOST & MICROBE	미국	19313128	18.7	1.1
9907	국제전문학술지(SCIE)	BMC	MOLECULAR NEURODEGENERATION	영국	17501326	17.5	1.1
12848	국제전문학술지(SSCI)	WILEY	BUSINESS STRATEGY AND THE ENVIRONMENT	미국	09644733	13.3	1.1
12272	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	WATER RESEARCH	영국	00431354	12.4	1.1
6768	국제전문학술지(SCIE)	OXFORD UNIV PRESS	HUMAN REPRODUCTION OPEN	영국	23993529	11.1	1.1
14384	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF HOSPITALITY MARKETING & MANAGEMENT	영국	19368623	11	1.1
9001	국제전문학술지(SCIE)	SHANGHAI UNIV SPORT	JOURNAL OF SPORT AND HEALTH SCIENCE	중국	20952546	10.3	1.1
10492	국제전문학술지(SCIE)	ELSEVIER SCI LTD	OSTEOARTHRITIS AND CARTILAGE	영국	10634584	9	1.1
6742	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	HORTICULTURE RESEARCH	중국	26626810	8.5	1.1
10782	국제전문학술지(SCIE)	ELSEVIER GMBH	PHYTOMEDICINE	독일	09447113	8.3	1.1
11019	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY	영국	00796565	8.2	1.1
13882	국제전문학술지(SSCI)	ELSEVIER SCI LTD	INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION	영국	14728117	7.4	1.1
15434	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	REVIEW OF EDUCATIONAL RESEARCH	미국	00346543	7.4	1.1
15650	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	SOCIOLOGICAL METHODS & RESEARCH	미국	00491241	6.5	1.1
13001	국제전문학술지(SSCI)	OXFORD UNIV PRESS INC	COMMUNICATION THEORY	미국	10503293	6.2	1.1
13336	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ENVIRONMENTAL POLITICS	영국	09644016	5.9	1.1
14223	국제전문학술지(SSCI)	JOHNS HOPKINS UNIV PRESS	JOURNAL OF DEMOCRACY	미국	10455736	5.9	1.1
15376	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	RECALL	영국	09583440	5.7	1.1
14094	국제전문학술지(SSCI)	SPRINGER	JOURNAL OF ARCHAEOLOGICAL RESEARCH	미국	10590161	4.1	1.1
7583	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	INVENTIONES MATHEMATICAE	독일	00209910	3.6	1.1
14253	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	JOURNAL OF ECONOMIC HISTORY	미국	00220507	2.9	1.1
5721	국제전문학술지(SCIE)	SPRINGERNATURE	ELIGHT		20971710	32.1	1.2
10023	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE BIOMEDICAL ENGINEERING	영국	2157846X	26.7	1.2
5225	국제전문학술지(SCIE)	ELSEVIER SCIENCE SA	COORDINATION CHEMISTRY REVIEWS	스위스	00108545	23.5	1.2
7676	국제전문학술지(SCIE)	AMER MEDICAL ASSOC	JAMA PSYCHIATRY	미국	2168622X	17.1	1.2
14020	국제전문학술지(SSCI)	AMER MEDICAL ASSOC	JAMA PSYCHIATRY	미국	2168622X	17.1	1.2
10117	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	NEURO-ONCOLOGY	미국	15228517	13.4	1.2
3377	국제전문학술지(SCIE)	WILEY	ALLERGY	미국	01054538	12	1.2
14019	국제전문학술지(SSCI)	AMER MEDICAL ASSOC	JAMA HEALTH FORUM		26890186	11.3	1.2
14257	국제전문학술지(SSCI)	AMER ECONOMIC ASSOC	JOURNAL OF ECONOMIC LITERATURE	미국	00220515	10.6	1.2
12160	국제전문학술지(SCIE)	ELSEVIER	ULTRASONICS SONOCHEMISTRY	네덜란드	13504177	9.7	1.2
3702	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF RESOURCE ECONOMICS	미국	19411340	8.4	1.2
3331	국제전문학술지(SCIE)	SPRINGER FRANCE	AGRONOMY FOR SUSTAINABLE DEVELOPMENT	프랑스	17740746	6.7	1.2
9561	국제전문학술지(SCIE)	SPRINGERNATURE	MARINE LIFE SCIENCE & TECHNOLOGY	영국	20966490	5.3	1.2
7309	국제전문학술지(SCIE)	WILEY	INTERNATIONAL JOURNAL OF ENERGY RESEARCH	미국	0363907X	4.2	1.2
13596	국제전문학술지(SSCI)	HARVARD LAW REV ASSOC	HARVARD LAW REVIEW	미국	0017811X	3.7	1.2
4697	국제전문학술지(SCIE)	CELL PRESS	CELL METABOLISM	미국	15504131	30.9	1.3
9380	국제전문학술지(SCIE)	ELSEVIER SCI LTD	LANCET GLOBAL HEALTH	영국	2214109X	18	1.3
14800	국제전문학술지(SSCI)	ELSEVIER SCI LTD	LANCET GLOBAL HEALTH	영국	2214109X	18	1.3
10663	국제전문학술지(SCIE)	ELSEVIER	PHARMACOLOGICAL REVIEWS	미국	00316997	17.3	1.3
12578	국제전문학술지(SSCI)	ANNUAL REVIEWS	ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES	미국	15435938	16	1.3
11496	국제전문학술지(SCIE)	AMER ASSOC ADVANCEMENT SCIENCE	SCIENCE TRANSLATIONAL MEDICINE	미국	19466234	14.7	1.3
10052	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE PLANTS	영국	2055026X	13.6	1.3
3693	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF NUTRITION	미국	01999885	13.4	1.3
9391	국제전문학술지(SCIE)	ELSEVIER	LANCET REGIONAL HEALTH-EUROPE	네덜란드	26667762	13	1.3
13693	국제전문학술지(SSCI)	ELSEVIER	HUMAN RESOURCE MANAGEMENT REVIEW	네덜란드	10534822	13	1.3
3673	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF CELL AND DEVELOPMENTAL BIOLOGY	미국	10810706	11.4	1.3
14855	국제전문학술지(SSCI)	ELSEVIER SCIENCE INC	LEADERSHIP QUARTERLY	미국	10489843	9.7	1.3
9064	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY	미국	08908567	9.5	1.3
10277	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ QUANTUM INFORMATION	영국	20566387	8.3	1.3
14496	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	JOURNAL OF MIXED METHODS RESEARCH	미국	15586898	7.8	1.3
7162	국제전문학술지(SCIE)	ELSEVIER SCI LTD	INTENSIVE AND CRITICAL CARE NURSING	영국	09643397	4.7	1.3
13771	국제전문학술지(SSCI)	ELSEVIER SCI LTD	INTENSIVE AND CRITICAL CARE NURSING	영국	09643397	4.7	1.3
10235	국제전문학술지(SCIE)	ELSEVIER SCI LTD	NONLINEAR ANALYSIS-HYBRID SYSTEMS	영국	1751570X	4.1	1.3
14632	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF RESPONSIBLE INNOVATION	영국	23299460	4.1	1.3
11096	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	PUBLICATIONS MATHEMATIQUES DE L IHES	독일	00738301	3.5	1.3
14301	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF ETHNIC AND MIGRATION STUDIES	영국	1369183X	3.1	1.3
4599	국제전문학술지(SCIE)	CELL PRESS	CANCER CELL	미국	15356108	44.5	1.4
4373	국제전문학술지(SCIE)	BMJ PUBLISHING GROUP	BMJ-BRITISH MEDICAL JOURNAL	영국	0959535X	43	1.4
7720	국제전문학술지(SCIE)	CELL PRESS	JOULE	미국	25424351	35.4	1.4
10041	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE IMMUNOLOGY	미국	15292908	27.6	1.4
6041	국제전문학술지(SCIE)	EUROPEAN RESPIRATORY SOC JOURNALS LTD	EUROPEAN RESPIRATORY JOURNAL	영국	09031936	21.2	1.4
12088	국제전문학술지(SCIE)	CELL PRESS	TRENDS IN BIOTECHNOLOGY	영국	01677799	14.9	1.4
5121	국제전문학술지(SCIE)	WILEY	COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY	미국	15414337	14.1	1.4
3695	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY	미국	03621642	13.1	1.4
7470	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	INTERNATIONAL JOURNAL OF PLASTICITY	영국	07496419	12.8	1.4
12963	국제전문학술지(SSCI)	PERGAMON-ELSEVIER SCIENCE LTD	CLINICAL PSYCHOLOGY REVIEW	영국	02727358	12.2	1.4
12016	국제전문학술지(SCIE)	ELSEVIER SCI LTD	TRAC-TRENDS IN ANALYTICAL CHEMISTRY	영국	01659936	12	1.4
9016	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF STRATEGIC INFORMATION SYSTEMS	네덜란드	09638687	11.8	1.4
4192	국제전문학술지(SCIE)	WILEY	BIOLOGICAL REVIEWS	미국	14647931	11.7	1.4
5622	국제전문학술지(SCIE)	COPERNICUS GESELLSCHAFT MBH	EARTH SYSTEM SCIENCE DATA	독일	18663508	11.6	1.4
5779	국제전문학술지(SCIE)	ELSEVIER	ENGINEERING	네덜란드	20958099	11.6	1.4
11207	국제전문학술지(SCIE)	ELSEVIER SCI LTD	RELIABILITY ENGINEERING & SYSTEM SAFETY	영국	09518320	11	1.4
12802	국제전문학술지(SSCI)	ELSEVIER SCI LTD	BRITISH ACCOUNTING REVIEW	영국	08908389	9.4	1.4
13560	국제전문학술지(SSCI)	ELSEVIER SCI LTD	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	영국	09593780	9.1	1.4
4298	국제전문학술지(SCIE)	OXFORD UNIV PRESS	BJS-BRITISH JOURNAL OF SURGERY	미국	00071323	8.8	1.4
12076	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW	영국	13665545	8.8	1.4
10892	국제전문학술지(SCIE)	ELSEVIER SCI LTD	POLYMER TESTING	영국	01429418	6	1.4
8771	국제전문학술지(SCIE)	J O S P T	JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY	미국	01906011	5.8	1.4
11878	국제전문학술지(SCIE)	WILEY	SYSTEMATIC ENTOMOLOGY		03076970	4.9	1.4
12398	국제전문학술지(SCIE)	SCIENCE PRESS	ZOOLOGICAL RESEARCH	중국	20958137	4.7	1.4
12926	국제전문학술지(SSCI)	UNIV CHICAGO PRESS	CHINA JOURNAL	미국	13249347	3.4	1.4
12100	국제전문학술지(SCIE)	SAGE PUBLICATIONS INC	TRENDS IN HEARING	미국	23312165	3	1.4
4301	국제전문학술지(SCIE)	ELSEVIER	BLOOD	미국	00064971	23.1	1.5
7663	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	JACC-JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	미국	07351097	22.3	1.5
3195	국제전문학술지(SCIE)	SPRINGERNATURE	ADVANCED COMPOSITES AND HYBRID MATERIALS	영국	25220128	21.8	1.5
11844	국제전문학술지(SCIE)	WILEY	SUSMAT	호주	27668479	21.3	1.5
9852	국제전문학술지(SCIE)	CENTERS  DISEASE CONTROL & PREVENTION	MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT	미국	01492195	17.3	1.5
7743	국제전문학술지(SCIE)	TSINGHUA UNIV PRESS	JOURNAL OF ADVANCED CERAMICS	영국	22264108	16.6	1.5
4872	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	CIRCULATION RESEARCH	미국	00097330	16.2	1.5
15019	국제전문학술지(SSCI)	NATURE PORTFOLIO	NATURE HUMAN BEHAVIOUR	미국	23973374	15.9	1.5
10269	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ FLEXIBLE ELECTRONICS	영국	23974621	15.5	1.5
8515	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	JOURNAL OF MAGNESIUM AND ALLOYS	중국	22139567	13.8	1.5
7410	국제전문학술지(SCIE)	ELSEVIER	INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY	네덜란드	20952686	13.7	1.5
13577	국제전문학술지(SSCI)	ELSEVIER INC	GOVERNMENT INFORMATION QUARTERLY	미국	0740624X	10	1.5
10426	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	OPHTHALMOLOGY	미국	01616420	9.5	1.5
13298	국제전문학술지(SSCI)	ELSEVIER SCI LTD	ENERGY POLICY	영국	03014215	9.2	1.5
9011	국제전문학술지(SCIE)	JOURNAL STATISTICAL SOFTWARE	JOURNAL OF STATISTICAL SOFTWARE	미국	15487660	8.1	1.5
7188	국제전문학술지(SCIE)	WILEY	INTERNATIONAL ENDODONTIC JOURNAL	미국	01432885	7.1	1.5
13992	국제전문학술지(SSCI)	ELSEVIER SCIENCE INC	INTERNET AND HIGHER EDUCATION	미국	10967516	6.8	1.5
4931	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	CLINICAL CHEMISTRY	미국	00099147	6.3	1.5
13803	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	INTERNATIONAL JOURNAL OF ADVERTISING	영국	02650487	5.9	1.5
3548	국제전문학술지(SCIE)	CAMBRIDGE UNIV PRESS	ANIMAL HEALTH RESEARCH REVIEWS	영국	14662523	5.6	1.5
15748	국제전문학술지(SSCI)	ELSEVIER SCI LTD	SYSTEM	영국	0346251X	5.6	1.5
13501	국제전문학술지(SSCI)	COUNCIL FOREIGN RELAT IONS INC	FOREIGN AFFAIRS	미국	00157120	4.8	1.5
9080	국제전문학술지(SCIE)	AMER MATHEMATICAL SOC	JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY	미국	08940347	3.2	1.5
12152	국제전문학술지(SCIE)	INST APPLIED MATHEMATICS	TWMS JOURNAL OF PURE AND APPLIED MATHEMATICS	아제르바이잔	20762585	3.2	1.5
9474	국제전문학술지(SCIE)	SPRINGER INT PUBL AG	LIVING REVIEWS IN RELATIVITY	스위스	23673613	62.5	1.6
10048	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE NANOTECHNOLOGY	영국	17483387	35.1	1.6
6387	국제전문학술지(SCIE)	SPRINGER	FUNGAL DIVERSITY	미국	15602745	24.8	1.6
3201	국제전문학술지(SCIE)	SPRINGERNATURE	ADVANCED FIBER MATERIALS	영국	25247921	21.3	1.6
4703	국제전문학술지(SCIE)	CELL PRESS	CELL STEM CELL	미국	19345909	20.4	1.6
11074	국제전문학술지(SCIE)	AMER PSYCHOLOGICAL ASSOC	PSYCHOLOGICAL BULLETIN	미국	00332909	19.8	1.6
15282	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	PSYCHOLOGICAL SCIENCE IN THE PUBLIC INTEREST	영국	15291006	17.6	1.6
3461	국제전문학술지(SCIE)	AMER PSYCHIATRIC PUBLISHING, INC	AMERICAN JOURNAL OF PSYCHIATRY	미국	0002953X	14.7	1.6
12539	국제전문학술지(SSCI)	AMER PSYCHIATRIC PUBLISHING, INC	AMERICAN JOURNAL OF PSYCHIATRY	미국	0002953X	14.7	1.6
3146	국제전문학술지(SCIE)	INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES	ACTA PHARMACEUTICA SINICA B	중국	22113835	14.6	1.6
3698	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF PHYTOPATHOLOGY	미국	00664286	11.9	1.6
9698	국제전문학술지(SCIE)	ELSEVIER	MEDICAL IMAGE ANALYSIS	네덜란드	13618415	11.8	1.6
4403	국제전문학술지(SCIE)	OXFORD UNIV PRESS	BRAIN	영국	00068950	11.7	1.6
7667	국제전문학술지(SCIE)	AMER MEDICAL ASSOC	JAMA DERMATOLOGY	미국	21686068	11	1.6
6890	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON CYBERNETICS	미국	21682267	10.5	1.6
4845	국제전문학술지(SCIE)	ELSEVIER	CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	중국	02545861	10.3	1.6
5186	국제전문학술지(SCIE)	ELSEVIER SCI LTD	COMPUTERS AND ELECTRONICS IN AGRICULTURE	영국	01681699	8.9	1.6
3476	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	AMERICAN JOURNAL OF TRANSPLANTATION	미국	16006135	8.2	1.6
12178	국제전문학술지(SCIE)	ELSEVIER GMBH	URBAN FORESTRY & URBAN GREENING	독일	16188667	6.7	1.6
12550	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	AMERICAN SOCIOLOGICAL REVIEW	미국	00031224	6.2	1.6
3755	국제전문학술지(SCIE)	ELSEVIER	APPLIED CLAY SCIENCE	네덜란드	01691317	5.8	1.6
12902	국제전문학술지(SSCI)	PERGAMON-ELSEVIER SCIENCE LTD	CHILD ABUSE & NEGLECT	영국	01452134	3.4	1.6
14903	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	MANAGEMENT & ORGANIZATIONAL HISTORY	영국	17449359	1.4	1.6
8015	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	JOURNAL OF CLINICAL ONCOLOGY	미국	0732183X	43.4	1.7
8368	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF HEPATOLOGY	네덜란드	01688278	33	1.7
3668	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF BIOCHEMISTRY	미국	00664154	20.5	1.7
5818	국제전문학술지(SCIE)	SPRINGER BASEL AG	ENVIRONMENTAL CHEMISTRY LETTERS	독일	16103653	20.4	1.7
3697	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF PHYSIOLOGY	미국	00664278	19.1	1.7
10053	국제전문학술지(SCIE)	NATURE PORTFOLIO	NATURE PROTOCOLS	영국	17542189	16	1.7
7097	국제전문학술지(SCIE)	ELSEVIER	INFORMATION FUSION	네덜란드	15662535	15.5	1.7
5743	국제전문학술지(SCIE)	HUMANA PRESS INC	ENDOCRINE PATHOLOGY	미국	10463976	14.7	1.7
3677	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS	미국	25735144	14	1.7
14634	국제전문학술지(SSCI)	ELSEVIER SCI LTD	JOURNAL OF RETAILING AND CONSUMER SERVICES	영국	09696989	13.1	1.7
6957	국제전문학술지(SCIE)	IEEE	IEEE WIRELESS COMMUNICATIONS	미국	15361284	11.6	1.7
3679	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS	미국	1543592X	11.4	1.7
11806	국제전문학술지(SCIE)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	STUDIES IN SCIENCE EDUCATION	영국	03057267	9.9	1.7
